t,mean_H2O,mean_CO2,mean_O2,mean_SUGAR,mean_ATP,mean_PROTEIN,mean_MITOGEN
1928,0.984118,0.983729,0.981454,0.986135,1.839636,0.021456,0.006194
1929,0.984119,0.983729,0.981453,0.986142,1.839621,0.021456,0.006188
1930,0.984119,0.983729,0.981453,0.986148,1.839605,0.021456,0.006182
1931,0.984119,0.98373,0.981453,0.986154,1.83959,0.021456,0.006175
1932,0.984119,0.98373,0.981452,0.986161,1.839575,0.021456,0.006169
1933,0.98412,0.98373,0.981452,0.986167,1.839559,0.021456,0.006162
1934,0.98412,0.98373,0.981452,0.986169,1.839544,0.021461,0.006156
1935,0.98412,0.983731,0.981452,0.98617,1.839529,0.021465,0.00615
1936,0.984121,0.983731,0.981451,0.986172,1.839513,0.02147,0.006143
1937,0.984121,0.983731,0.981451,0.986173,1.839498,0.021475,0.006137
1938,0.984121,0.983732,0.981451,0.986175,1.839483,0.02148,0.006131
1939,0.984122,0.983732,0.98145,0.986176,1.839467,0.021485,0.006124
1940,0.984122,0.983732,0.98145,0.986182,1.839452,0.021485,0.006118
1941,0.984122,0.983733,0.98145,0.986189,1.839436,0.021485,0.006112
1942,0.984123,0.983733,0.981449,0.986195,1.839421,0.021485,0.006105
1943,0.984123,0.983733,0.981449,0.986201,1.839406,0.021485,0.006099
1944,0.984123,0.983733,0.981449,0.986207,1.83939,0.021485,0.006093
1945,0.984123,0.983734,0.981448,0.986214,1.839375,0.021485,0.006086
1946,0.984124,0.983734,0.981448,0.98622,1.83936,0.021485,0.00608
1947,0.984124,0.983734,0.981448,0.986226,1.839344,0.021485,0.006074
1948,0.984124,0.983735,0.981448,0.986232,1.839329,0.021485,0.006068
1949,0.984125,0.983735,0.981447,0.986238,1.839314,0.021485,0.006061
1950,0.984125,0.983735,0.981447,0.986245,1.839298,0.021485,0.006055
1951,0.984125,0.983736,0.981447,0.986251,1.839283,0.021485,0.006049
1952,0.984126,0.983736,0.981446,0.986257,1.839267,0.021485,0.006042
1953,0.984126,0.983736,0.981446,0.986263,1.839252,0.021485,0.006036
1954,0.984126,0.983737,0.981446,0.986269,1.839237,0.021485,0.00603
1955,0.984127,0.983737,0.981445,0.986275,1.839221,0.021485,0.006024
1956,0.984127,0.983737,0.981445,0.986282,1.839206,0.021485,0.006017
1957,0.984127,0.983738,0.981445,0.986288,1.839191,0.021485,0.006011
1958,0.984127,0.983738,0.981444,0.986289,1.839175,0.02149,0.006005
1959,0.984128,0.983738,0.981444,0.986295,1.83916,0.02149,0.005999
1960,0.984128,0.983738,0.981444,0.986301,1.839145,0.02149,0.005993
1961,0.984128,0.983739,0.981443,0.986307,1.839129,0.02149,0.005986
1962,0.984129,0.983739,0.981443,0.986314,1.839114,0.02149,0.00598
1963,0.984129,0.983739,0.981443,0.98632,1.839098,0.02149,0.005974
1964,0.984129,0.98374,0.981443,0.986326,1.839083,0.02149,0.005968
1965,0.98413,0.98374,0.981442,0.986332,1.839068,0.02149,0.005962
1966,0.98413,0.98374,0.981442,0.986338,1.839052,0.02149,0.005955
1967,0.98413,0.983741,0.981442,0.986344,1.839037,0.02149,0.005949
1968,0.984131,0.983741,0.981441,0.98635,1.839022,0.02149,0.005943
1969,0.984131,0.983741,0.981441,0.986356,1.839006,0.021491,0.005937
1970,0.984131,0.983742,0.981441,0.986362,1.838991,0.021491,0.005931
1971,0.984132,0.983742,0.98144,0.986368,1.838976,0.021491,0.005925
1972,0.984132,0.983742,0.98144,0.986374,1.83896,0.021491,0.005918
1973,0.984132,0.983743,0.98144,0.98638,1.838945,0.021491,0.005912
1974,0.984133,0.983743,0.981439,0.986386,1.838929,0.021491,0.005906
1975,0.984133,0.983743,0.981439,0.986392,1.838914,0.021491,0.0059
1976,0.984133,0.983744,0.981439,0.986398,1.838899,0.021491,0.005894
1977,0.984134,0.983744,0.981438,0.986404,1.838883,0.021491,0.005888
1978,0.984134,0.983744,0.981438,0.98641,1.838868,0.021491,0.005882
1979,0.984134,0.983745,0.981438,0.986416,1.838853,0.021491,0.005876
1980,0.984134,0.983745,0.981437,0.986422,1.838837,0.021491,0.00587
1981,0.984135,0.983745,0.981437,0.986428,1.838822,0.021491,0.005863
1982,0.984135,0.983746,0.981437,0.986434,1.838807,0.021491,0.005857
1983,0.984135,0.983746,0.981436,0.98644,1.838791,0.021491,0.005851
1984,0.984136,0.983746,0.981436,0.986446,1.838776,0.021491,0.005845
1985,0.984136,0.983746,0.981436,0.986452,1.838761,0.021491,0.005839
1986,0.984136,0.983747,0.981435,0.986458,1.838745,0.021491,0.005833
1987,0.984137,0.983747,0.981435,0.986464,1.83873,0.021491,0.005827
1988,0.984137,0.983747,0.981435,0.98647,1.838714,0.021491,0.005821
1989,0.984137,0.983748,0.981434,0.986476,1.838699,0.021491,0.005815
1990,0.984138,0.983748,0.981434,0.986482,1.838684,0.021491,0.005809
1991,0.984138,0.983748,0.981434,0.986488,1.838668,0.021491,0.005803
1992,0.984138,0.983749,0.981434,0.986494,1.838653,0.021491,0.005797
1993,0.984139,0.983749,0.981433,0.9865,1.838638,0.021492,0.005791
1994,0.984139,0.983749,0.981433,0.986506,1.838622,0.021492,0.005785
1995,0.984139,0.98375,0.981433,0.986512,1.838607,0.021492,0.005779
1996,0.98414,0.98375,0.981432,0.986517,1.838592,0.021492,0.005773
1997,0.98414,0.98375,0.981432,0.986523,1.838576,0.021492,0.005767
1998,0.98414,0.983751,0.981432,0.986529,1.838561,0.021492,0.005761
1999,0.984141,0.983751,0.981431,0.986535,1.838545,0.021492,0.005755
2000,0.984141,0.983751,0.981431,0.986541,1.83853,0.021492,0.005749
2001,0.984141,0.983752,0.981431,0.986547,1.838515,0.021492,0.005743
2002,0.984142,0.983752,0.98143,0.986553,1.838499,0.021492,0.005737
2003,0.984142,0.983752,0.98143,0.986559,1.838484,0.021492,0.005731
2004,0.984142,0.983753,0.98143,0.986564,1.838469,0.021492,0.005725
2005,0.984143,0.983753,0.981429,0.986565,1.838453,0.021492,0.005724
2006,0.984143,0.983753,0.981429,0.986571,1.838438,0.021492,0.005718
2007,0.984143,0.983754,0.981429,0.986577,1.838423,0.021492,0.005712
2008,0.984144,0.983754,0.981428,0.986583,1.838407,0.021492,0.005706
2009,0.984144,0.983754,0.981428,0.986589,1.838392,0.021492,0.0057
2010,0.984144,0.983755,0.981428,0.986595,1.838377,0.021492,0.005695
2011,0.984145,0.983755,0.981427,0.9866,1.838361,0.021492,0.005689
2012,0.984145,0.983755,0.981427,0.986606,1.838346,0.021492,0.005683
2013,0.984145,0.983756,0.981427,0.986612,1.83833,0.021492,0.005677
2014,0.984146,0.983756,0.981426,0.986618,1.838315,0.021492,0.005671
2015,0.984146,0.983756,0.981426,0.986624,1.8383,0.021492,0.005665
2016,0.984146,0.983757,0.981426,0.986629,1.838284,0.021492,0.005659
2017,0.984147,0.983757,0.981425,0.98663,1.838269,0.021497,0.005653
2018,0.984147,0.983757,0.981425,0.986636,1.838254,0.021497,0.005647
2019,0.984147,0.983758,0.981425,0.986642,1.838238,0.021497,0.005642
2020,0.984148,0.983758,0.981424,0.986648,1.838223,0.021497,0.005636
2021,0.984148,0.983758,0.981424,0.986653,1.838208,0.021497,0.00563
2022,0.984148,0.983759,0.981424,0.986659,1.838192,0.021497,0.005624
2023,0.984149,0.983759,0.981423,0.986665,1.838177,0.021497,0.005618
2024,0.984149,0.983759,0.981423,0.986671,1.838162,0.021498,0.005612
2025,0.984149,0.98376,0.981423,0.986676,1.838146,0.021498,0.005607
2026,0.98415,0.98376,0.981422,0.986682,1.838131,0.021498,0.005601
2027,0.98415,0.98376,0.981422,0.986688,1.838115,0.021498,0.005595
2028,0.98415,0.983761,0.981422,0.986694,1.8381,0.021498,0.005589
2029,0.984151,0.983761,0.981421,0.986699,1.838085,0.021498,0.005583
2030,0.984151,0.983761,0.981421,0.986705,1.838069,0.021498,0.005577
2031,0.984151,0.983762,0.981421,0.986711,1.838054,0.021498,0.005572
2032,0.984152,0.983762,0.98142,0.986716,1.838039,0.021498,0.005566
2033,0.984152,0.983762,0.98142,0.986722,1.838023,0.021498,0.00556
2034,0.984152,0.983763,0.98142,0.986728,1.838008,0.021498,0.005554
2035,0.984153,0.983763,0.981419,0.986733,1.837993,0.021498,0.005549
2036,0.984153,0.983763,0.981419,0.986739,1.837977,0.021498,0.005543
2037,0.984153,0.983764,0.981419,0.986745,1.837962,0.021498,0.005537
2038,0.984154,0.983764,0.981418,0.98675,1.837946,0.021498,0.005531
2039,0.984154,0.983764,0.981418,0.986756,1.837931,0.021498,0.005526
2040,0.984154,0.983765,0.981418,0.986762,1.837916,0.021498,0.00552
2041,0.984155,0.983765,0.981417,0.986767,1.8379,0.021498,0.005514
2042,0.984155,0.983765,0.981417,0.986773,1.837885,0.021498,0.005508
2043,0.984155,0.983766,0.981417,0.986779,1.83787,0.021498,0.005503
2044,0.984156,0.983766,0.981416,0.986784,1.837854,0.021498,0.005497
2045,0.984156,0.983766,0.981416,0.98679,1.837839,0.021498,0.005491
2046,0.984156,0.983767,0.981416,0.986795,1.837824,0.021498,0.005485
2047,0.984157,0.983767,0.981415,0.986801,1.837808,0.021498,0.00548
2048,0.984157,0.983767,0.981415,0.986807,1.837793,0.021499,0.005474
2049,0.984157,0.983768,0.981415,0.986812,1.837778,0.021499,0.005468
2050,0.984158,0.983768,0.981414,0.986818,1.837762,0.021499,0.005463
2051,0.984158,0.983768,0.981414,0.986823,1.837747,0.021499,0.005457
2052,0.984158,0.983769,0.981414,0.986829,1.837731,0.021499,0.005451
2053,0.984159,0.983769,0.981413,0.986834,1.837716,0.021499,0.005446
2054,0.984159,0.983769,0.981413,0.98684,1.837701,0.021499,0.00544
2055,0.984159,0.98377,0.981413,0.986846,1.837685,0.021499,0.005434
2056,0.98416,0.98377,0.981412,0.986851,1.83767,0.021499,0.005429
2057,0.98416,0.98377,0.981412,0.986857,1.837655,0.021499,0.005423
2058,0.98416,0.983771,0.981412,0.986862,1.837639,0.021499,0.005417
2059,0.984161,0.983771,0.981411,0.986868,1.837624,0.021499,0.005412
2060,0.984161,0.983771,0.981411,0.986873,1.837609,0.021499,0.005406
2061,0.984161,0.983772,0.981411,0.986879,1.837593,0.021499,0.005401
2062,0.984162,0.983772,0.98141,0.986884,1.837578,0.021499,0.005395
2063,0.984162,0.983772,0.98141,0.98689,1.837563,0.021499,0.005389
2064,0.984162,0.983773,0.98141,0.986895,1.837547,0.021499,0.005384
2065,0.984163,0.983773,0.981409,0.986901,1.837532,0.021499,0.005378
2066,0.984163,0.983773,0.981409,0.986901,1.837516,0.021499,0.005377
2067,0.984163,0.983774,0.981409,0.986907,1.837501,0.021499,0.005372
2068,0.984164,0.983774,0.981408,0.986912,1.837486,0.021499,0.005366
2069,0.984164,0.983774,0.981408,0.986918,1.83747,0.021499,0.005361
2070,0.984164,0.983775,0.981407,0.986923,1.837455,0.021499,0.005355
2071,0.984165,0.983775,0.981407,0.986929,1.83744,0.021499,0.00535
2072,0.984165,0.983775,0.981407,0.986934,1.837424,0.0215,0.005344
2073,0.984165,0.983776,0.981406,0.98694,1.837409,0.0215,0.005338
2074,0.984166,0.983776,0.981406,0.986945,1.837394,0.0215,0.005333
2075,0.984166,0.983776,0.981406,0.986951,1.837378,0.0215,0.005327
2076,0.984166,0.983777,0.981405,0.986956,1.837363,0.0215,0.005322
2077,0.984167,0.983777,0.981405,0.986962,1.837348,0.0215,0.005316
2078,0.984167,0.983777,0.981405,0.986967,1.837332,0.0215,0.005311
2079,0.984167,0.983778,0.981404,0.986972,1.837317,0.0215,0.005305
2080,0.984168,0.983778,0.981404,0.986978,1.837301,0.0215,0.0053
2081,0.984168,0.983778,0.981404,0.986983,1.837286,0.0215,0.005294
2082,0.984168,0.983779,0.981403,0.986989,1.837271,0.0215,0.005289
2083,0.984169,0.983779,0.981403,0.986994,1.837255,0.0215,0.005283
2084,0.984169,0.983779,0.981403,0.987,1.83724,0.0215,0.005278
2085,0.984169,0.98378,0.981402,0.987005,1.837225,0.0215,0.005272
2086,0.98417,0.98378,0.981402,0.98701,1.837209,0.0215,0.005267
2087,0.98417,0.98378,0.981402,0.987016,1.837194,0.0215,0.005261
2088,0.98417,0.983781,0.981401,0.987021,1.837179,0.0215,0.005256
2089,0.984171,0.983781,0.981401,0.987022,1.837163,0.0215,0.005255
2090,0.984171,0.983781,0.981401,0.987027,1.837148,0.0215,0.00525
2091,0.984171,0.983782,0.9814,0.987027,1.837133,0.0215,0.005249
2092,0.984172,0.983782,0.9814,0.987033,1.837117,0.0215,0.005244
2093,0.984172,0.983782,0.9814,0.987033,1.837102,0.0215,0.005243
2094,0.984172,0.983783,0.981399,0.987039,1.837086,0.0215,0.005237
2095,0.984173,0.983783,0.981399,0.987039,1.837071,0.0215,0.005237
2096,0.984173,0.983783,0.981399,0.987045,1.837056,0.021501,0.005231
2097,0.984173,0.983784,0.981398,0.987045,1.83704,0.021501,0.005231
2098,0.984174,0.983784,0.981398,0.98705,1.837025,0.021501,0.005225
2099,0.984174,0.983784,0.981398,0.987051,1.83701,0.021501,0.005225
2100,0.984174,0.983785,0.981397,0.987052,1.836994,0.021505,0.005219
2101,0.984175,0.983785,0.981397,0.987057,1.836979,0.021505,0.005214
2102,0.984175,0.983786,0.981397,0.987062,1.836964,0.021505,0.005209
2103,0.984175,0.983786,0.981396,0.987068,1.836948,0.021506,0.005203
2104,0.984176,0.983786,0.981396,0.987073,1.836933,0.021506,0.005198
2105,0.984176,0.983787,0.981396,0.987078,1.836918,0.021506,0.005192
2106,0.984176,0.983787,0.981395,0.987083,1.836902,0.021506,0.005187
2107,0.984177,0.983787,0.981395,0.987089,1.836887,0.021506,0.005181
2108,0.984177,0.983788,0.981395,0.987094,1.836871,0.021506,0.005176
2109,0.984177,0.983788,0.981394,0.987094,1.836856,0.021506,0.005176
2110,0.984178,0.983788,0.981394,0.9871,1.836841,0.021506,0.00517
2111,0.984178,0.983789,0.981394,0.9871,1.836825,0.021511,0.005165
2112,0.984179,0.983789,0.981393,0.987101,1.83681,0.021511,0.005164
2113,0.984179,0.983789,0.981393,0.987106,1.836795,0.021511,0.005159
2114,0.984179,0.98379,0.981393,0.987106,1.836779,0.021511,0.005158
2115,0.98418,0.98379,0.981392,0.987112,1.836764,0.021511,0.005153
2116,0.98418,0.98379,0.981392,0.987117,1.836749,0.021511,0.005148
2117,0.98418,0.983791,0.981392,0.987122,1.836733,0.021511,0.005142
2118,0.984181,0.983791,0.981391,0.987128,1.836718,0.021511,0.005137
2119,0.984181,0.983791,0.981391,0.987133,1.836703,0.021511,0.005132
2120,0.984181,0.983792,0.981391,0.987138,1.836687,0.021511,0.005126
2121,0.984182,0.983792,0.98139,0.987139,1.836672,0.021516,0.005121
2122,0.984182,0.983792,0.98139,0.987144,1.836656,0.021516,0.005116
2123,0.984182,0.983793,0.98139,0.987149,1.836641,0.021516,0.00511
2124,0.984183,0.983793,0.981389,0.987154,1.836626,0.021516,0.005105
2125,0.984183,0.983793,0.981389,0.987159,1.83661,0.021516,0.0051
2126,0.984183,0.983794,0.981389,0.98716,1.836595,0.021516,0.005099
2127,0.984184,0.983794,0.981388,0.98716,1.83658,0.021516,0.005099
2128,0.984184,0.983794,0.981388,0.987161,1.836564,0.021516,0.005098
2129,0.984184,0.983795,0.981388,0.987166,1.836549,0.021516,0.005093
2130,0.984185,0.983795,0.981387,0.987166,1.836534,0.021516,0.005092
2131,0.984185,0.983795,0.981387,0.987171,1.836518,0.021516,0.005087
2132,0.984185,0.983796,0.981387,0.987172,1.836503,0.021516,0.005087
2133,0.984186,0.983796,0.981386,0.987177,1.836488,0.021516,0.005081
2134,0.984186,0.983796,0.981386,0.987182,1.836472,0.021516,0.005076
2135,0.984186,0.983797,0.981386,0.987187,1.836457,0.021516,0.005071
2136,0.984187,0.983797,0.981385,0.987187,1.836441,0.021516,0.00507
2137,0.984187,0.983797,0.981385,0.987188,1.836426,0.021516,0.00507
2138,0.984187,0.983798,0.981385,0.987183,1.836411,0.021521,0.00507
2139,0.984188,0.983798,0.981384,0.987179,1.836395,0.021521,0.005074
2140,0.984188,0.983798,0.981384,0.987174,1.83638,0.021521,0.005079
2141,0.984188,0.983799,0.981384,0.98717,1.836365,0.021521,0.005083
2142,0.984189,0.983799,0.981383,0.98717,1.836349,0.021521,0.005083
2143,0.984189,0.983799,0.981383,0.98717,1.836334,0.021521,0.005082
2144,0.984189,0.9838,0.981383,0.987171,1.836319,0.021521,0.005082
2145,0.98419,0.9838,0.981382,0.987176,1.836303,0.021521,0.005076
2146,0.98419,0.9838,0.981382,0.987176,1.836288,0.021521,0.005076
2147,0.98419,0.983801,0.981382,0.987181,1.836272,0.021521,0.005071
2148,0.984191,0.983801,0.981381,0.987187,1.836257,0.021521,0.005065
2149,0.984191,0.983801,0.981381,0.987192,1.836242,0.021522,0.00506
2150,0.984191,0.983802,0.981381,0.987192,1.836226,0.021522,0.00506
2151,0.984192,0.983802,0.98138,0.987197,1.836211,0.021522,0.005054
2152,0.984192,0.983802,0.98138,0.987198,1.836196,0.021522,0.005054
2153,0.984192,0.983803,0.981379,0.987203,1.83618,0.021522,0.005049
2154,0.984193,0.983803,0.981379,0.987203,1.836165,0.021522,0.005048
2155,0.984193,0.983803,0.981379,0.987208,1.83615,0.021522,0.005043
2156,0.984193,0.983804,0.981378,0.987209,1.836134,0.021522,0.005043
2157,0.984194,0.983804,0.981378,0.987214,1.836119,0.021522,0.005038
2158,0.984194,0.983804,0.981378,0.987214,1.836104,0.021522,0.005037
2159,0.984194,0.983805,0.981377,0.987219,1.836088,0.021522,0.005032
2160,0.984195,0.983805,0.981377,0.987219,1.836073,0.021522,0.005032
2161,0.984195,0.983805,0.981377,0.987225,1.836057,0.021522,0.005026
2162,0.984195,0.983806,0.981376,0.987225,1.836042,0.021522,0.005026
2163,0.984196,0.983806,0.981376,0.98723,1.836027,0.021522,0.005021
2164,0.984196,0.983806,0.981376,0.98723,1.836011,0.021522,0.00502
2165,0.984196,0.983807,0.981375,0.987235,1.835996,0.021522,0.005015
2166,0.984197,0.983807,0.981375,0.98724,1.835981,0.021522,0.00501
2167,0.984197,0.983807,0.981375,0.987246,1.835965,0.021522,0.005005
2168,0.984197,0.983808,0.981374,0.987251,1.83595,0.021522,0.004999
2169,0.984198,0.983808,0.981374,0.987256,1.835935,0.021522,0.004994
2170,0.984198,0.983809,0.981374,0.987261,1.835919,0.021522,0.004989
2171,0.984198,0.983809,0.981373,0.987266,1.835904,0.021522,0.004984
2172,0.984199,0.983809,0.981373,0.987271,1.835889,0.021522,0.004979
2173,0.984199,0.98381,0.981373,0.987276,1.835873,0.021522,0.004973
2174,0.984199,0.98381,0.981372,0.987281,1.835858,0.021523,0.004968
2175,0.9842,0.98381,0.981372,0.987286,1.835842,0.021523,0.004963
2176,0.9842,0.983811,0.981372,0.987292,1.835827,0.021523,0.004958
2177,0.9842,0.983811,0.981371,0.987297,1.835812,0.021523,0.004953
2178,0.984201,0.983811,0.981371,0.987302,1.835796,0.021523,0.004948
2179,0.984201,0.983812,0.981371,0.987307,1.835781,0.021523,0.004942
2180,0.984202,0.983812,0.98137,0.987312,1.835766,0.021523,0.004937
2181,0.984202,0.983812,0.98137,0.987317,1.83575,0.021523,0.004932
2182,0.984202,0.983813,0.98137,0.987322,1.835735,0.021523,0.004927
2183,0.984203,0.983813,0.981369,0.987327,1.83572,0.021523,0.004922
2184,0.984203,0.983813,0.981369,0.987332,1.835704,0.021523,0.004917
2185,0.984203,0.983814,0.981369,0.987337,1.835689,0.021523,0.004911
2186,0.984204,0.983814,0.981368,0.987342,1.835674,0.021523,0.004906
2187,0.984204,0.983814,0.981368,0.987347,1.835658,0.021523,0.004901
2188,0.984204,0.983815,0.981368,0.987347,1.835643,0.021523,0.004901
2189,0.984205,0.983815,0.981367,0.987352,1.835627,0.021523,0.004896
2190,0.984205,0.983815,0.981367,0.987352,1.835612,0.021523,0.004896
2191,0.984205,0.983816,0.981367,0.987357,1.835597,0.021523,0.004891
2192,0.984206,0.983816,0.981366,0.987358,1.835581,0.021523,0.00489
2193,0.984206,0.983816,0.981366,0.987363,1.835566,0.021523,0.004885
2194,0.984206,0.983817,0.981366,0.987363,1.835551,0.021523,0.004885
2195,0.984207,0.983817,0.981365,0.987368,1.835535,0.021523,0.00488
2196,0.984207,0.983817,0.981365,0.987368,1.83552,0.021523,0.00488
2197,0.984207,0.983818,0.981365,0.987373,1.835505,0.021523,0.004874
2198,0.984208,0.983818,0.981364,0.987378,1.835489,0.021523,0.004869
2199,0.984208,0.983818,0.981364,0.987383,1.835474,0.021524,0.004864
2200,0.984208,0.983819,0.981364,0.987388,1.835459,0.021524,0.004859
2201,0.984209,0.983819,0.981363,0.987393,1.835443,0.021524,0.004854
2202,0.984209,0.983819,0.981363,0.987393,1.835428,0.021528,0.004849
2203,0.984209,0.98382,0.981363,0.987393,1.835412,0.021528,0.004849
2204,0.98421,0.98382,0.981362,0.987398,1.835397,0.021528,0.004844
2205,0.98421,0.98382,0.981362,0.987403,1.835382,0.021528,0.004839
2206,0.98421,0.983821,0.981362,0.987408,1.835366,0.021528,0.004834
2207,0.984211,0.983821,0.981361,0.987413,1.835351,0.021529,0.004829
2208,0.984211,0.983821,0.981361,0.987413,1.835336,0.021529,0.004829
2209,0.984211,0.983822,0.981361,0.987418,1.83532,0.021529,0.004823
2210,0.984212,0.983822,0.98136,0.987418,1.835305,0.021529,0.004823
2211,0.984212,0.983822,0.98136,0.987418,1.83529,0.021529,0.004823
2212,0.984212,0.983823,0.98136,0.987418,1.835274,0.021529,0.004823
2213,0.984213,0.983823,0.981359,0.987418,1.835259,0.021529,0.004823
2214,0.984213,0.983823,0.981359,0.987418,1.835244,0.021529,0.004823
2215,0.984213,0.983824,0.981359,0.987423,1.835228,0.021529,0.004818
2216,0.984214,0.983824,0.981358,0.987428,1.835213,0.021529,0.004813
2217,0.984214,0.983824,0.981358,0.987433,1.835197,0.021529,0.004808
2218,0.984214,0.983825,0.981358,0.987433,1.835182,0.021534,0.004803
2219,0.984215,0.983825,0.981357,0.987438,1.835167,0.021534,0.004798
2220,0.984215,0.983825,0.981357,0.987443,1.835151,0.021534,0.004792
2221,0.984215,0.983826,0.981357,0.987448,1.835136,0.021534,0.004787
